Calendar Year,Grouper,Birth Characteristic,Geographic Region, Number of Births , Annotation Code , Annotation Description 
2011,Maternal Race/Ethnicity,Hispanic,Invalid Code,429,,
2011,Maternal Race/Ethnicity,Asian,Bay Area,3662,,
2011,Maternal Race/Ethnicity,Asian,Central Coast,264,,
2011,Maternal Race/Ethnicity,Asian,Central Valley,2725,,
2011,Maternal Race/Ethnicity,Asian,Far North,60,,
2011,Maternal Race/Ethnicity,Asian,Los Angeles,3456,,
2011,Maternal Race/Ethnicity,Asian,North Coast,68,,
2011,Maternal Race/Ethnicity,Asian,Sacramento Valley,1566,,
2011,Maternal Race/Ethnicity,Asian,Sierra Range/Foothills,62,,
2011,Maternal Race/Ethnicity,Asian,Southern California,2671,,
2011,Maternal Race/Ethnicity,Asian,Invalid Code,15,,
2011,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Bay Area,359,,
2011,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Coast,31,,
2011,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Valley,99,,
2011,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Far North,,1,Cell suppressed for small numbers
2011,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Los Angeles,240,,
2011,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,North Coast,,1,Cell suppressed for small numbers
2011,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sacramento Valley,158,,
2011,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sierra Range/Foothills,,1,Cell suppressed for small numbers
2011,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Southern California,295,,
2011,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Invalid Code,2,,
2011,Maternal Race/Ethnicity,American Indian/Alaskan Native,Bay Area,108,,
2011,Maternal Race/Ethnicity,American Indian/Alaskan Native,Central Coast,12,,
2011,Maternal Race/Ethnicity,American Indian/Alaskan Native,Central Valley,233,,
2011,Maternal Race/Ethnicity,American Indian/Alaskan Native,Far North,71,,
2011,Maternal Race/Ethnicity,American Indian/Alaskan Native,Los Angeles,105,,
2011,Maternal Race/Ethnicity,American Indian/Alaskan Native,North Coast,183,,
2011,Maternal Race/Ethnicity,American Indian/Alaskan Native,Sacramento Valley,108,,
2011,Maternal Race/Ethnicity,American Indian/Alaskan Native,Sierra Range/Foothills,68,,
2011,Maternal Race/Ethnicity,American Indian/Alaskan Native,Southern California,196,,
2011,Maternal Race/Ethnicity,American Indian/Alaskan Native,Invalid Code,1,,
2011,Maternal Race/Ethnicity,Two or More Race Categories,Bay Area,756,,
2011,Maternal Race/Ethnicity,Two or More Race Categories,Central Coast,187,,
2011,Maternal Race/Ethnicity,Two or More Race Categories,Central Valley,643,,
2011,Maternal Race/Ethnicity,Two or More Race Categories,Far North,62,,
2011,Maternal Race/Ethnicity,Two or More Race Categories,Los Angeles,739,,
2011,Maternal Race/Ethnicity,Two or More Race Categories,North Coast,158,,
2011,Maternal Race/Ethnicity,Two or More Race Categories,Sacramento Valley,706,,
2011,Maternal Race/Ethnicity,Two or More Race Categories,Sierra Range/Foothills,135,,
2011,Maternal Race/Ethnicity,Two or More Race Categories,Southern California,1156,,
2011,Maternal Race/Ethnicity,Two or More Race Categories,Invalid Code,10,,
2011,Maternal Race/Ethnicity,Other/Unknown Race,Bay Area,1204,,
2011,Maternal Race/Ethnicity,Other/Unknown Race,Central Coast,74,,
2011,Maternal Race/Ethnicity,Other/Unknown Race,Central Valley,194,,
2011,Maternal Race/Ethnicity,Other/Unknown Race,Far North,,2,Cell suppressed for complementary cell
2011,Maternal Race/Ethnicity,Other/Unknown Race,Los Angeles,595,,
2011,Maternal Race/Ethnicity,Other/Unknown Race,North Coast,27,,
2011,Maternal Race/Ethnicity,Other/Unknown Race,Sacramento Valley,54,,
2011,Maternal Race/Ethnicity,Other/Unknown Race,Sierra Range/Foothills,,2,Cell suppressed for complementary cell
2011,Maternal Race/Ethnicity,Other/Unknown Race,Southern California,828,,
2011,Maternal Race/Ethnicity,Other/Unknown Race,Invalid Code,7,,
2011,Maternal Age Group,Ages 17 and Younger,Bay Area,1011,,
2011,Maternal Age Group,Ages 17 and Younger,Central Coast,756,,
2011,Maternal Age Group,Ages 17 and Younger,Central Valley,2128,,
2011,Maternal Age Group,Ages 17 and Younger,Far North,58,,
2011,Maternal Age Group,Ages 17 and Younger,Los Angeles,2944,,
2011,Maternal Age Group,Ages 17 and Younger,North Coast,75,,
2011,Maternal Age Group,Ages 17 and Younger,Sacramento Valley,491,,
2011,Maternal Age Group,Ages 17 and Younger,Sierra Range/Foothills,82,,
2011,Maternal Age Group,Ages 17 and Younger,Southern California,2764,,
2011,Maternal Age Group,Ages 17 and Younger,Invalid Code,12,,
2011,Maternal Age Group,Ages 18-19,Bay Area,2482,,
2011,Maternal Age Group,Ages 18-19,Central Coast,1655,,
2011,Maternal Age Group,Ages 18-19,Central Valley,4980,,
2011,Maternal Age Group,Ages 18-19,Far North,169,,
2011,Maternal Age Group,Ages 18-19,Los Angeles,6854,,
2011,Maternal Age Group,Ages 18-19,North Coast,264,,
2011,Maternal Age Group,Ages 18-19,Sacramento Valley,1443,,
2011,Maternal Age Group,Ages 18-19,Sierra Range/Foothills,272,,
2011,Maternal Age Group,Ages 18-19,Southern California,6720,,
2011,Maternal Age Group,Ages 18-19,Invalid Code,17,,
2011,Maternal Age Group,Ages 20-24,Bay Area,8663,,
2011,Maternal Age Group,Ages 20-24,Central Coast,4982,,
2011,Maternal Age Group,Ages 20-24,Central Valley,14747,,
2011,Maternal Age Group,Ages 20-24,Far North,642,,
2011,Maternal Age Group,Ages 20-24,Los Angeles,22193,,
2011,Maternal Age Group,Ages 20-24,North Coast,804,,
2011,Maternal Age Group,Ages 20-24,Sacramento Valley,5080,,
2011,Maternal Age Group,Ages 20-24,Sierra Range/Foothills,1095,,
2011,Maternal Age Group,Ages 20-24,Southern California,21552,,
2011,Maternal Age Group,Ages 20-24,Invalid Code,48,,
2011,Maternal Age Group,Ages 25-29,Bay Area,8679,,
2011,Maternal Age Group,Ages 25-29,Central Coast,4516,,
2011,Maternal Age Group,Ages 25-29,Central Valley,11520,,
2011,Maternal Age Group,Ages 25-29,Far North,455,,
2011,Maternal Age Group,Ages 25-29,Los Angeles,19805,,
2011,Maternal Age Group,Ages 25-29,North Coast,708,,
2011,Maternal Age Group,Ages 25-29,Sacramento Valley,4196,,
2011,Maternal Age Group,Ages 25-29,Sierra Range/Foothills,912,,
2011,Maternal Age Group,Ages 25-29,Southern California,17954,,
2011,Maternal Age Group,Ages 25-29,Invalid Code,27,,
2011,Maternal Age Group,Ages 30-34,Bay Area,5986,,
2011,Maternal Age Group,Ages 30-34,Central Coast,2801,,
2011,Maternal Age Group,Ages 30-34,Central Valley,6689,,
2011,Maternal Age Group,Ages 30-34,Far North,206,,
2011,Maternal Age Group,Ages 30-34,Los Angeles,13902,,
2011,Maternal Age Group,Ages 30-34,North Coast,391,,
2011,Maternal Age Group,Ages 30-34,Sacramento Valley,2397,,
2011,Maternal Age Group,Ages 30-34,Sierra Range/Foothills,507,,
2011,Maternal Age Group,Ages 30-34,Southern California,11472,,
2011,Maternal Age Group,Ages 30-34,Invalid Code,8,,
2011,Maternal Age Group,Ages 35 and Older,Bay Area,3978,,
2011,Maternal Age Group,Ages 35 and Older,Central Coast,1780,,
2011,Maternal Age Group,Ages 35 and Older,Central Valley,4045,,
2011,Maternal Age Group,Ages 35 and Older,Far North,105,,
2011,Maternal Age Group,Ages 35 and Older,Los Angeles,9164,,
2011,Maternal Age Group,Ages 35 and Older,North Coast,181,,
2011,Maternal Age Group,Ages 35 and Older,Sacramento Valley,1378,,
2011,Maternal Age Group,Ages 35 and Older,Sierra Range/Foothills,296,,
2011,Maternal Age Group,Ages 35 and Older,Southern California,7324,,
2011,Maternal Age Group,Ages 35 and Older,Invalid Code,7,,
2011,Aid Category,Blind/Disabled,Bay Area,596,,
2011,Aid Category,Blind/Disabled,Central Coast,133,,
2011,Aid Category,Blind/Disabled,Central Valley,891,,
2011,Aid Category,Blind/Disabled,Far North,64,,
2011,Aid Category,Blind/Disabled,Los Angeles,977,,
2011,Aid Category,Blind/Disabled,North Coast,74,,
2011,Aid Category,Blind/Disabled,Sacramento Valley,513,,
2011,Aid Category,Blind/Disabled,Sierra Range/Foothills,65,,
2011,Aid Category,Blind/Disabled,Southern California,810,,
2011,Aid Category,Blind/Disabled,Invalid Code,0,,
2011,Aid Category,Families,Bay Area,13815,,
2011,Aid Category,Families,Central Coast,5816,,
2011,Aid Category,Families,Central Valley,26054,,
2011,Aid Category,Families,Far North,1141,,
2011,Aid Category,Families,Los Angeles,35543,,
2011,Aid Category,Families,North Coast,1474,,
2011,Aid Category,Families,Sacramento Valley,9178,,
2011,Aid Category,Families,Sierra Range/Foothills,1847,,
2011,Aid Category,Families,Southern California,31832,,
2011,Aid Category,Families,Invalid Code,0,,
2011,Aid Category,Medically Indigent Child & Minor Consent,Bay Area,467,,
2011,Aid Category,Medically Indigent Child & Minor Consent,Central Coast,438,,
2011,Aid Category,Medically Indigent Child & Minor Consent,Central Valley,619,,
2011,Aid Category,Medically Indigent Child & Minor Consent,Far North,19,,
2011,Aid Category,Medically Indigent Child & Minor Consent,Los Angeles,1256,,
2011,Aid Category,Medically Indigent Child & Minor Consent,North Coast,45,,
2011,Aid Category,Medically Indigent Child & Minor Consent,Sacramento Valley,117,,
2011,Aid Category,Medically Indigent Child & Minor Consent,Sierra Range/Foothills,54,,
2011,Aid Category,Medically Indigent Child & Minor Consent,Southern California,1680,,
2011,Aid Category,Medically Indigent Child & Minor Consent,Invalid Code,0,,
2011,Aid Category,Other,Bay Area,351,,
2011,Aid Category,Other,Central Coast,132,,
2011,Aid Category,Other,Central Valley,296,,
2011,Aid Category,Other,Far North,16,,
2011,Aid Category,Other,Los Angeles,481,,
2011,Aid Category,Other,North Coast,22,,
2011,Aid Category,Other,Sacramento Valley,135,,
2011,Aid Category,Other,Sierra Range/Foothills,38,,
2011,Aid Category,Other,Southern California,439,,
2011,Aid Category,Other,Invalid Code,554,,
2011,Aid Category,Pregnancy Pathway (Not Undocumented),Bay Area,4687,,
2011,Aid Category,Pregnancy Pathway (Not Undocumented),Central Coast,2674,,
2011,Aid Category,Pregnancy Pathway (Not Undocumented),Central Valley,5513,,
2011,Aid Category,Pregnancy Pathway (Not Undocumented),Far North,326,,
2011,Aid Category,Pregnancy Pathway (Not Undocumented),Los Angeles,8128,,
2011,Aid Category,Pregnancy Pathway (Not Undocumented),North Coast,511,,
2011,Aid Category,Pregnancy Pathway (Not Undocumented),Sacramento Valley,2379,,
2011,Aid Category,Pregnancy Pathway (Not Undocumented),Sierra Range/Foothills,782,,
2011,Aid Category,Pregnancy Pathway (Not Undocumented),Southern California,14043,,
2011,Aid Category,Pregnancy Pathway (Not Undocumented),Invalid Code,0,,
2011,Aid Category,Undocumented,Bay Area,10202,,
2011,Aid Category,Undocumented,Central Coast,6727,,
2011,Aid Category,Undocumented,Central Valley,9624,,
2011,Aid Category,Undocumented,Far North,57,,
2011,Aid Category,Undocumented,Los Angeles,25846,,
2011,Aid Category,Undocumented,North Coast,291,,
2011,Aid Category,Undocumented,Sacramento Valley,2013,,
2011,Aid Category,Undocumented,Sierra Range/Foothills,359,,
2011,Aid Category,Undocumented,Southern California,18014,,
2011,Aid Category,Undocumented,Invalid Code,0,,
2012,Maternal Race/Ethnicity,White,Bay Area,3709,,
2012,Maternal Race/Ethnicity,White,Central Coast,1919,,
2012,Maternal Race/Ethnicity,White,Central Valley,7155,,
2012,Maternal Race/Ethnicity,White,Far North,1229,,
2012,Maternal Race/Ethnicity,White,Los Angeles,4619,,
2012,Maternal Race/Ethnicity,White,North Coast,1327,,
2012,Maternal Race/Ethnicity,White,Sacramento Valley,4871,,
2012,Maternal Race/Ethnicity,White,Sierra Range/Foothills,1913,,
2012,Maternal Race/Ethnicity,White,Southern California,9846,,
2012,Maternal Race/Ethnicity,White,Invalid Code,142,,
2012,Maternal Race/Ethnicity,African-American,Bay Area,3236,,
2012,Maternal Race/Ethnicity,African-American,Central Coast,114,,
2012,Maternal Race/Ethnicity,African-American,Central Valley,2347,,
2012,Maternal Race/Ethnicity,African-American,Far North,,2,Cell suppressed for complementary cell
2012,Maternal Race/Ethnicity,African-American,Los Angeles,6960,,
2012,Maternal Race/Ethnicity,African-American,North Coast,,2,Cell suppressed for complementary cell
2012,Maternal Race/Ethnicity,African-American,Sacramento Valley,1694,,
2012,Maternal Race/Ethnicity,African-American,Sierra Range/Foothills,20,,
2012,Maternal Race/Ethnicity,African-American,Southern California,4111,,
2012,Maternal Race/Ethnicity,African-American,Invalid Code,56,,
2012,Maternal Race/Ethnicity,Hispanic,Bay Area,16238,,
2012,Maternal Race/Ethnicity,Hispanic,Central Coast,12402,,
2012,Maternal Race/Ethnicity,Hispanic,Central Valley,30404,,
2012,Maternal Race/Ethnicity,Hispanic,Far North,215,,
2012,Maternal Race/Ethnicity,Hispanic,Los Angeles,54157,,
2012,Maternal Race/Ethnicity,Hispanic,North Coast,682,,
2012,Maternal Race/Ethnicity,Hispanic,Sacramento Valley,5579,,
2012,Maternal Race/Ethnicity,Hispanic,Sierra Range/Foothills,769,,
2012,Maternal Race/Ethnicity,Hispanic,Southern California,46045,,
2012,Maternal Race/Ethnicity,Hispanic,Invalid Code,440,,
2012,Maternal Race/Ethnicity,Asian,Bay Area,3952,,
2012,Maternal Race/Ethnicity,Asian,Central Coast,263,,
2012,Maternal Race/Ethnicity,Asian,Central Valley,2869,,
2012,Maternal Race/Ethnicity,Asian,Far North,51,,
2012,Maternal Race/Ethnicity,Asian,Los Angeles,3731,,
2012,Maternal Race/Ethnicity,Asian,North Coast,58,,
2012,Maternal Race/Ethnicity,Asian,Sacramento Valley,1818,,
2012,Maternal Race/Ethnicity,Asian,Sierra Range/Foothills,50,,
2012,Maternal Race/Ethnicity,Asian,Southern California,2875,,
2012,Maternal Race/Ethnicity,Asian,Invalid Code,68,,
2012,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Bay Area,335,,
2012,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Coast,24,,
2012,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Valley,89,,
2012,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Far North,,1,Cell suppressed for small numbers
2012,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Los Angeles,224,,
2012,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,North Coast,,1,Cell suppressed for small numbers
2012,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sacramento Valley,159,,
2012,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Sierra Range/Foothills,,1,Cell suppressed for small numbers
2012,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Southern California,267,,
2012,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Invalid Code,6,,
2012,Maternal Race/Ethnicity,American Indian/Alaskan Native,Bay Area,104,,
2012,Maternal Race/Ethnicity,American Indian/Alaskan Native,Central Coast,28,,
2012,Maternal Race/Ethnicity,American Indian/Alaskan Native,Central Valley,203,,
2012,Maternal Race/Ethnicity,American Indian/Alaskan Native,Far North,84,,
2012,Maternal Race/Ethnicity,American Indian/Alaskan Native,Los Angeles,67,,
2012,Maternal Race/Ethnicity,American Indian/Alaskan Native,North Coast,181,,
2012,Maternal Race/Ethnicity,American Indian/Alaskan Native,Sacramento Valley,146,,
2012,Maternal Race/Ethnicity,American Indian/Alaskan Native,Sierra Range/Foothills,70,,
2012,Maternal Race/Ethnicity,American Indian/Alaskan Native,Southern California,190,,
2012,Maternal Race/Ethnicity,American Indian/Alaskan Native,Invalid Code,4,,
2012,Maternal Race/Ethnicity,Two or More Race Categories,Bay Area,720,,
2012,Maternal Race/Ethnicity,Two or More Race Categories,Central Coast,200,,
2012,Maternal Race/Ethnicity,Two or More Race Categories,Central Valley,731,,
2012,Maternal Race/Ethnicity,Two or More Race Categories,Far North,81,,
2012,Maternal Race/Ethnicity,Two or More Race Categories,Los Angeles,787,,
2012,Maternal Race/Ethnicity,Two or More Race Categories,North Coast,127,,
2012,Maternal Race/Ethnicity,Two or More Race Categories,Sacramento Valley,719,,
2012,Maternal Race/Ethnicity,Two or More Race Categories,Sierra Range/Foothills,131,,
2012,Maternal Race/Ethnicity,Two or More Race Categories,Southern California,1267,,
2012,Maternal Race/Ethnicity,Two or More Race Categories,Invalid Code,26,,
2012,Maternal Race/Ethnicity,Other/Unknown Race,Bay Area,1276,,
2012,Maternal Race/Ethnicity,Other/Unknown Race,Central Coast,65,,
2012,Maternal Race/Ethnicity,Other/Unknown Race,Central Valley,245,,
2012,Maternal Race/Ethnicity,Other/Unknown Race,Far North,,2,Cell suppressed for complementary cell
2012,Maternal Race/Ethnicity,Other/Unknown Race,Los Angeles,887,,
2012,Maternal Race/Ethnicity,Other/Unknown Race,North Coast,36,,
2012,Maternal Race/Ethnicity,Other/Unknown Race,Sacramento Valley,75,,
2012,Maternal Race/Ethnicity,Other/Unknown Race,Sierra Range/Foothills,,2,Cell suppressed for complementary cell
2012,Maternal Race/Ethnicity,Other/Unknown Race,Southern California,1229,,
2012,Maternal Race/Ethnicity,Other/Unknown Race,Invalid Code,13,,
2012,Maternal Age Group,Ages 17 and Younger,Bay Area,739,,
2012,Maternal Age Group,Ages 17 and Younger,Central Coast,523,,
2012,Maternal Age Group,Ages 17 and Younger,Central Valley,1815,,
2012,Maternal Age Group,Ages 17 and Younger,Far North,45,,
2012,Maternal Age Group,Ages 17 and Younger,Los Angeles,2422,,
2012,Maternal Age Group,Ages 17 and Younger,North Coast,66,,
2012,Maternal Age Group,Ages 17 and Younger,Sacramento Valley,405,,
2012,Maternal Age Group,Ages 17 and Younger,Sierra Range/Foothills,68,,
2012,Maternal Age Group,Ages 17 and Younger,Southern California,2146,,
2012,Maternal Age Group,Ages 17 and Younger,Invalid Code,89,,
2012,Maternal Age Group,Ages 18-19,Bay Area,1969,,
2012,Maternal Age Group,Ages 18-19,Central Coast,1236,,
2012,Maternal Age Group,Ages 18-19,Central Valley,4204,,
2012,Maternal Age Group,Ages 18-19,Far North,145,,
2012,Maternal Age Group,Ages 18-19,Los Angeles,5508,,
2012,Maternal Age Group,Ages 18-19,North Coast,215,,
2012,Maternal Age Group,Ages 18-19,Sacramento Valley,1283,,
2012,Maternal Age Group,Ages 18-19,Sierra Range/Foothills,232,,
2012,Maternal Age Group,Ages 18-19,Southern California,5689,,
2012,Maternal Age Group,Ages 18-19,Invalid Code,106,,
2012,Maternal Age Group,Ages 20-24,Bay Area,7683,,
2012,Maternal Age Group,Ages 20-24,Central Coast,4591,,
2012,Maternal Age Group,Ages 20-24,Central Valley,14518,,
2012,Maternal Age Group,Ages 20-24,Far North,593,,
2012,Maternal Age Group,Ages 20-24,Los Angeles,20916,,
2012,Maternal Age Group,Ages 20-24,North Coast,805,,
2012,Maternal Age Group,Ages 20-24,Sacramento Valley,4905,,
2012,Maternal Age Group,Ages 20-24,Sierra Range/Foothills,937,,
2012,Maternal Age Group,Ages 20-24,Southern California,20586,,
2012,Maternal Age Group,Ages 20-24,Invalid Code,158,,
2012,Maternal Age Group,Ages 25-29,Bay Area,8575,,
2012,Maternal Age Group,Ages 25-29,Central Coast,4121,,
2012,Maternal Age Group,Ages 25-29,Central Valley,12023,,
2012,Maternal Age Group,Ages 25-29,Far North,527,,
2012,Maternal Age Group,Ages 25-29,Los Angeles,19329,,
2012,Maternal Age Group,Ages 25-29,North Coast,696,,
2012,Maternal Age Group,Ages 25-29,Sacramento Valley,4266,,
2012,Maternal Age Group,Ages 25-29,Sierra Range/Foothills,921,,
2012,Maternal Age Group,Ages 25-29,Southern California,17942,,
2012,Maternal Age Group,Ages 25-29,Invalid Code,207,,
2012,Maternal Age Group,Ages 30-34,Bay Area,6454,,
2012,Maternal Age Group,Ages 30-34,Central Coast,2800,,
2012,Maternal Age Group,Ages 30-34,Central Valley,7229,,
2012,Maternal Age Group,Ages 30-34,Far North,260,,
2012,Maternal Age Group,Ages 30-34,Los Angeles,13759,,
2012,Maternal Age Group,Ages 30-34,North Coast,428,,
2012,Maternal Age Group,Ages 30-34,Sacramento Valley,2642,,
2012,Maternal Age Group,Ages 30-34,Sierra Range/Foothills,540,,
2012,Maternal Age Group,Ages 30-34,Southern California,11974,,
2012,Maternal Age Group,Ages 30-34,Invalid Code,120,,
2012,Maternal Age Group,Ages 35 and Older,Bay Area,4150,,
2012,Maternal Age Group,Ages 35 and Older,Central Coast,1744,,
2012,Maternal Age Group,Ages 35 and Older,Central Valley,4254,,
2012,Maternal Age Group,Ages 35 and Older,Far North,125,,
2012,Maternal Age Group,Ages 35 and Older,Los Angeles,9498,,
2012,Maternal Age Group,Ages 35 and Older,North Coast,231,,
2012,Maternal Age Group,Ages 35 and Older,Sacramento Valley,1560,,
2012,Maternal Age Group,Ages 35 and Older,Sierra Range/Foothills,271,,
2012,Maternal Age Group,Ages 35 and Older,Southern California,7493,,
2012,Maternal Age Group,Ages 35 and Older,Invalid Code,75,,
2012,Aid Category,Blind/Disabled,Bay Area,573,,
2012,Aid Category,Blind/Disabled,Central Coast,125,,
2012,Aid Category,Blind/Disabled,Central Valley,901,,
2012,Aid Category,Blind/Disabled,Far North,75,,
2012,Aid Category,Blind/Disabled,Los Angeles,1034,,
2012,Aid Category,Blind/Disabled,North Coast,66,,
2012,Aid Category,Blind/Disabled,Sacramento Valley,507,,
2012,Aid Category,Blind/Disabled,Sierra Range/Foothills,48,,
2012,Aid Category,Blind/Disabled,Southern California,846,,
2012,Aid Category,Blind/Disabled,Invalid Code,0,,
2012,Aid Category,Families,Bay Area,14144,,
2012,Aid Category,Families,Central Coast,5560,,
2012,Aid Category,Families,Central Valley,27432,,
2012,Aid Category,Families,Far North,1173,,
2012,Aid Category,Families,Los Angeles,37308,,
2012,Aid Category,Families,North Coast,1518,,
2012,Aid Category,Families,Sacramento Valley,9837,,
2012,Aid Category,Families,Sierra Range/Foothills,1780,,
2012,Aid Category,Families,Southern California,32870,,
2012,Aid Category,Families,Invalid Code,0,,
2012,Aid Category,Medically Indigent Child & Minor Consent,Bay Area,341,,
2012,Aid Category,Medically Indigent Child & Minor Consent,Central Coast,294,,
2012,Aid Category,Medically Indigent Child & Minor Consent,Central Valley,472,,
2012,Aid Category,Medically Indigent Child & Minor Consent,Far North,,2,Cell suppressed for complementary cell
2012,Aid Category,Medically Indigent Child & Minor Consent,Los Angeles,863,,
2012,Aid Category,Medically Indigent Child & Minor Consent,North Coast,,2,Cell suppressed for complementary cell
2012,Aid Category,Medically Indigent Child & Minor Consent,Sacramento Valley,113,,
2012,Aid Category,Medically Indigent Child & Minor Consent,Sierra Range/Foothills,43,,
2012,Aid Category,Medically Indigent Child & Minor Consent,Southern California,1149,,
2012,Aid Category,Medically Indigent Child & Minor Consent,Invalid Code,0,,
2012,Aid Category,Other,Bay Area,98,,
2012,Aid Category,Other,Central Coast,32,,
2012,Aid Category,Other,Central Valley,96,,
2012,Aid Category,Other,Far North,,1,Cell suppressed for small numbers
2012,Aid Category,Other,Los Angeles,239,,
2012,Aid Category,Other,North Coast,,1,Cell suppressed for small numbers
2012,Aid Category,Other,Sacramento Valley,67,,
2012,Aid Category,Other,Sierra Range/Foothills,12,,
2012,Aid Category,Other,Southern California,156,,
2012,Aid Category,Other,Invalid Code,755,,
2012,Aid Category,Pregnancy Pathway (Not Undocumented),Bay Area,4882,,
2012,Aid Category,Pregnancy Pathway (Not Undocumented),Central Coast,2766,,
2012,Aid Category,Pregnancy Pathway (Not Undocumented),Central Valley,5953,,
2012,Aid Category,Pregnancy Pathway (Not Undocumented),Far North,376,,
2012,Aid Category,Pregnancy Pathway (Not Undocumented),Los Angeles,8631,,
2012,Aid Category,Pregnancy Pathway (Not Undocumented),North Coast,560,,
2012,Aid Category,Pregnancy Pathway (Not Undocumented),Sacramento Valley,2752,,
2012,Aid Category,Pregnancy Pathway (Not Undocumented),Sierra Range/Foothills,782,,
2012,Aid Category,Pregnancy Pathway (Not Undocumented),Southern California,15042,,
2012,Aid Category,Pregnancy Pathway (Not Undocumented),Invalid Code,0,,
2012,Aid Category,Undocumented,Bay Area,9532,,
2012,Aid Category,Undocumented,Central Coast,6238,,
2012,Aid Category,Undocumented,Central Valley,9189,,
2012,Aid Category,Undocumented,Far North,49,,
2012,Aid Category,Undocumented,Los Angeles,23357,,
2012,Aid Category,Undocumented,North Coast,265,,
2012,Aid Category,Undocumented,Sacramento Valley,1785,,
2012,Aid Category,Undocumented,Sierra Range/Foothills,304,,
2012,Aid Category,Undocumented,Southern California,15767,,
2012,Aid Category,Undocumented,Invalid Code,0,,
2013,Maternal Race/Ethnicity,White,Bay Area,3763,,
2013,Maternal Race/Ethnicity,White,Central Coast,1854,,
2013,Maternal Race/Ethnicity,White,Central Valley,6829,,
2013,Maternal Race/Ethnicity,White,Far North,1193,,
2013,Maternal Race/Ethnicity,White,Los Angeles,4690,,
2013,Maternal Race/Ethnicity,White,North Coast,1273,,
2013,Maternal Race/Ethnicity,White,Sacramento Valley,5016,,
2013,Maternal Race/Ethnicity,White,Sierra Range/Foothills,1925,,
2013,Maternal Race/Ethnicity,White,Southern California,9741,,
2013,Maternal Race/Ethnicity,White,Invalid Code,106,,
2013,Maternal Race/Ethnicity,African-American,Bay Area,3145,,
2013,Maternal Race/Ethnicity,African-American,Central Coast,133,,
2013,Maternal Race/Ethnicity,African-American,Central Valley,2152,,
2013,Maternal Race/Ethnicity,African-American,Far North,24,,
2013,Maternal Race/Ethnicity,African-American,Los Angeles,6672,,
2013,Maternal Race/Ethnicity,African-American,North Coast,27,,
2013,Maternal Race/Ethnicity,African-American,Sacramento Valley,1641,,
2013,Maternal Race/Ethnicity,African-American,Sierra Range/Foothills,25,,
2013,Maternal Race/Ethnicity,African-American,Southern California,4011,,
2013,Maternal Race/Ethnicity,African-American,Invalid Code,26,,
2013,Maternal Race/Ethnicity,Hispanic,Bay Area,16008,,
2013,Maternal Race/Ethnicity,Hispanic,Central Coast,12449,,
2013,Maternal Race/Ethnicity,Hispanic,Central Valley,29949,,
2013,Maternal Race/Ethnicity,Hispanic,Far North,191,,
2013,Maternal Race/Ethnicity,Hispanic,Los Angeles,52443,,
2013,Maternal Race/Ethnicity,Hispanic,North Coast,687,,
2013,Maternal Race/Ethnicity,Hispanic,Sacramento Valley,5145,,
2013,Maternal Race/Ethnicity,Hispanic,Sierra Range/Foothills,787,,
2013,Maternal Race/Ethnicity,Hispanic,Southern California,45474,,
2013,Maternal Race/Ethnicity,Hispanic,Invalid Code,227,,
2013,Maternal Race/Ethnicity,Asian,Bay Area,3821,,
2013,Maternal Race/Ethnicity,Asian,Central Coast,267,,
2013,Maternal Race/Ethnicity,Asian,Central Valley,2706,,
2013,Maternal Race/Ethnicity,Asian,Far North,41,,
2013,Maternal Race/Ethnicity,Asian,Los Angeles,3530,,
2013,Maternal Race/Ethnicity,Asian,North Coast,68,,
2013,Maternal Race/Ethnicity,Asian,Sacramento Valley,1753,,
2013,Maternal Race/Ethnicity,Asian,Sierra Range/Foothills,58,,
2013,Maternal Race/Ethnicity,Asian,Southern California,2605,,
2013,Maternal Race/Ethnicity,Asian,Invalid Code,53,,
2013,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Bay Area,328,,
2013,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Coast,17,,
2013,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Central Valley,91,,
2013,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Far North,,1,Cell suppressed for small numbers
2013,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,Los Angeles,189,,
